code,sector,date,Ra
AST.AX,Utilities,2019-07-31,-0.053333187056713194
AST.AX,Utilities,2019-08-30,0.014084466236567117
AST.AX,Utilities,2019-09-30,0.008333195246696068
AST.AX,Utilities,2019-10-31,0.01928380743846092
AST.AX,Utilities,2019-11-29,-0.032647050157250446
AST.AX,Utilities,2019-12-31,-0.02298850574712641
AST.AX,Utilities,2020-01-31,0.04117647058823537
AST.AX,Utilities,2020-02-28,-0.0423728813559322
AST.AX,Utilities,2020-03-31,0.008849557522123908
AST.AX,Utilities,2020-04-17,0.07309941520467844
ASB.AX,Industrials,2019-04-30,0.06374484870966879
ASB.AX,Industrials,2019-05-31,0.09737831712114531
ASB.AX,Industrials,2019-06-28,0.163822453292491
ASB.AX,Industrials,2019-07-31,0.18768341222384088
ASB.AX,Industrials,2019-08-30,0.04197541907077307
ASB.AX,Industrials,2019-09-30,0.0356614255214176
ASB.AX,Industrials,2019-10-31,-0.036866336914905595
ASB.AX,Industrials,2019-11-29,0.004784595304994976
ASB.AX,Industrials,2019-12-31,-0.09047611142428258
ASB.AX,Industrials,2020-01-31,0.02879577689449575
ASB.AX,Industrials,2020-02-28,-0.11450363621964799
ASB.AX,Industrials,2020-03-31,-0.15502184166909605
ASB.AX,Industrials,2020-04-17,0.06529209621993126
ANZ.AX,Financials,2019-04-30,0.004431379928806933
ANZ.AX,Financials,2019-05-31,0.05571153228233938
ANZ.AX,Financials,2019-06-28,0.011836447533386973
ANZ.AX,Financials,2019-07-31,-0.010634558362247692
ANZ.AX,Financials,2019-08-30,-0.04192042930133577
ANZ.AX,Financials,2019-09-30,0.06656700507531976
ANZ.AX,Financials,2019-10-31,-0.062412398619643095
ANZ.AX,Financials,2019-11-29,-0.04185393394948356
ANZ.AX,Financials,2019-12-31,-0.008454146537842155
ANZ.AX,Financials,2020-01-31,0.04547304285314824
ANZ.AX,Financials,2020-02-28,-0.03572815533980589
ANZ.AX,Financials,2020-03-31,-0.3169553362867499
ANZ.AX,Financials,2020-04-17,-0.023584907050996806
AAC.AX,Consumer Staples,2019-04-30,0.0678733031674208
AAC.AX,Consumer Staples,2019-05-31,-0.05932203389830493
AAC.AX,Consumer Staples,2019-06-28,-0.10360360360360366
AAC.AX,Consumer Staples,2019-07-31,0
AAC.AX,Consumer Staples,2019-08-30,0.03015075376884413
AAC.AX,Consumer Staples,2019-09-30,0.014634146341463428
AAC.AX,Consumer Staples,2019-10-31,-0.05288461538461542
AAC.AX,Consumer Staples,2019-11-29,0.06598984771573613
AAC.AX,Consumer Staples,2019-12-31,0.04761904761904767
AAC.AX,Consumer Staples,2020-01-31,0.013636363636363447
AAC.AX,Consumer Staples,2020-02-28,-0.013452914798206206
AAC.AX,Consumer Staples,2020-03-31,-0.00454545454545463
AAC.AX,Consumer Staples,2020-04-17,0.022831050228310668
API.AX,Health Care,2019-04-30,0.006992898518394908
API.AX,Health Care,2019-05-31,-0.07308388879964267
API.AX,Health Care,2019-06-28,0.01538496845610604
API.AX,Health Care,2019-07-31,0.09469657705655998
API.AX,Health Care,2019-08-30,-0.08650486266357194
API.AX,Health Care,2019-09-30,0.02272739671898094
API.AX,Health Care,2019-10-31,-0.01851874431315048
API.AX,Health Care,2019-11-29,0.0171304962898029
API.AX,Health Care,2019-12-31,0.022900763358778553
API.AX,Health Care,2020-01-31,-0.018656716417910557
API.AX,Health Care,2020-02-28,-0.09125475285171092
API.AX,Health Care,2020-03-31,0.046025104602510414
API.AX,Health Care,2020-04-17,-0.05999999999999994
AVN.AX,Real Estate,2019-04-30,0.008849810037113048
AVN.AX,Real Estate,2019-05-31,0.013157571387834688
AVN.AX,Real Estate,2019-06-28,0.009294845685424935
AVN.AX,Real Estate,2019-07-31,0.07860280621313587
AVN.AX,Real Estate,2019-08-30,0.06072873813133173
AVN.AX,Real Estate,2019-09-30,0.027213062777425412
AVN.AX,Real Estate,2019-10-31,0.03396243012750655
AVN.AX,Real Estate,2019-11-29,0.03284649743086465
AVN.AX,Real Estate,2019-12-31,0.02182328575841397
AVN.AX,Real Estate,2020-01-31,0.04912280081461784
AVN.AX,Real Estate,2020-02-28,-0.053511747389422215
AVN.AX,Real Estate,2020-03-31,-0.47124272558173985
AVN.AX,Real Estate,2020-04-17,0.07070707070707072
AVH.AX,Health Care,2019-04-30,-0.012820512820512886
AVH.AX,Health Care,2019-05-31,0.11688311688311681
AVH.AX,Health Care,2019-06-28,-0.023255813953488413
AVH.AX,Health Care,2019-07-31,0.03571428571428581
AVH.AX,Health Care,2019-08-30,0.04597701149425282
AVH.AX,Health Care,2019-09-30,0.29670329670329654
AVH.AX,Health Care,2019-10-31,0.008474576271186418
AVH.AX,Health Care,2019-11-29,0.050420168067226934
AVH.AX,Health Care,2019-12-31,0.03200000000000003
AVH.AX,Health Care,2020-01-31,0.04651162790697683
AVH.AX,Health Care,2020-02-28,-0.11111111111111116
AVH.AX,Health Care,2020-03-31,-0.1499999999999999
AVH.AX,Health Care,2020-04-17,-0.019607843137254943
BBN.AX,Consumer Discretionary,2019-04-30,0.020833154339581883
BBN.AX,Consumer Discretionary,2019-05-31,0
BBN.AX,Consumer Discretionary,2019-06-28,-0.1183672765161653
BBN.AX,Consumer Discretionary,2019-07-31,0.10648172234963926
BBN.AX,Consumer Discretionary,2019-08-30,0.26857219766458207
BBN.AX,Consumer Discretionary,2019-09-30,0.19127497607723853
BBN.AX,Consumer Discretionary,2019-10-31,0.11267615684978227
BBN.AX,Consumer Discretionary,2019-11-29,-0.154430330385954
